"post_id","cmt_author","cmt_content","cmt_created_at"
"7326942418","VET5","메르세데스 벤츠의 배터리 전기 세단 EQS와 EQE는 각각 중국의 CATL과 패러시스 에너지로부터 배터리 셀을 공급받는다. CATL은 메르세데스 벤츠 외에도 BMW와 볼보, 폭스바겐 등 많은 업체들에게 각형 리튬 이온 배터리 셀을 공급하고 있다. https://v.daum.net/v/kGzYMUDumC?f=mEQE는 원래부터 패러시스였나보네 패러시스는 세계 10위권이었는데 부실로 국영기업됨","2024.08.05 17:16"
"7326942418","아스날!","어쨋든 짱깨산","2024.08.05 17:16"
"7326642961","급성심근경색","기다리면 나옴","2024.08.05 15:41"
"7326642961","세델","미궁 스프링클러 문제도 있어서","2024.08.05 15:42"
"7326642961","님블라요","아직 발표난게 없어서","2024.08.05 15:42"
"7326642961","달려달려달려","두 놈 다 안하고 튄다고 봄ㅋㅋ그런데 전기차는 자기들 권리니까 지하에 대야겠대 누가 전기차 대게 해주겠어?","2024.08.05 15:43"
"7326642961","디올뉴코나","달려달려달려 ㄷㄷ","2024.08.05 15:53"
"7326642961","내가바로분식회계","예전에 벤츠 대푠가가 catl배터리 화재이슈 이런거 걱정하지마라 벤츠가 책임진다 이렇게 인터뷰했었는데 과연..","2024.08.05 15:44"
"7326642961","비가닉","아파트 보험 안되고 개인 대물 한도가 10억, 이번 피해 최소 80억 이상..제조사나 배터리 회사가 해주려나 소송가면 시간 오래 걸릴듯","2024.08.05 15:50"
"7326642961","락락락악","벤츠는 알빠노 시전할게 뻔하고차주가 배상해주고싶어도 배상해줄수있는 규모가 아니라서 그냥 자차있는 차주들은 자차하고 보험사가 알아서 할거같은데 솔직히 못받는다고 봄","2024.08.05 15:57"
"7325997538","안전운전제타","소거법 오져따 ㅋㅋㅋ","2024.08.05 11:59"
"7325997538","Trofeo","??? : BMW 불자동차의 시대","2024.08.05 11:59"
"7325997538","killalot","Trofeo 그거 디젤이었음... 씨-발유는 해당 없음","2024.08.05 11:59"
"7325997538","Trofeo","killalot 걍 bmw는 다싸잡아서 욕먹었쥬 ㅋ","2024.08.05 12:05"
"7325997538","killalot","Trofeo 어쨌든 BMW에서 수습해서 다시 BMW 주차장 진입 가능해졌으니 전기차에 비하면 럭키비키잖어~","2024.08.05 12:08"
"7325997538","Trofeo","killalot 전기차도 해결책 찾길","2024.08.05 12:08"
"7325997538","killalot","Trofeo 그거 전고체","2024.08.05 12:08"
"7325997538","그돈씨일렉트릭","BMW + 여름 = 화재 https://www.hankyung.com/article/2024071034497","2024.08.05 12:00"
"7325997538","killalot","그돈씨일렉트릭 적어도 청라 사고만큼 노답 사고는 안남","2024.08.05 12:01"
"7325997538","그돈씨일렉트릭","killalot 스프링클러 작동 안하면 내연이나 전기나 똑같음 소화기로 끌 수 있다고? 주차장 불침번 설꺼임? ㅋㅋ https://www.yna.co.kr/view/AKR20230922008252054","2024.08.05 12:06"
"7325997538","killalot","그돈씨일렉트릭 그럼 아파트 하자로 아파트 입주민들이 같이 짐을 들어줄테니 이거 완전 럭키비키잖어~","2024.08.05 12:06"
"7325997538","Trofeo","그돈씨일렉트릭 이게맞지 전기차 불끄기가 어려운거지스프링클러만 작동 제대로 했으면 큰화재로 안번졌을거","2024.08.05 12:15"
"7325997538","시템모스니터","결국 남는건 m3뿐인가....","2024.08.05 12:02"
"7325677965","환급","지수조절용","2024.08.05 09:43"
"7325677965","한국항공우주","걍 ㅈㄴ두들겨맞아서그럼","2024.08.05 09:44"
"7325677965","haerim","이미 죽어서 바닥에 붙어있는거임","2024.08.05 09:44"
