"post_id","cmt_author","cmt_content","cmt_created_at"
"7355640391","탐크루즈","특정환경에 어쩌구 파라시스랑 결별선언이라도 해야~ 벤츠 오래 달고 있슴 더큰 망신","13 분 전"
"7355640391","보검복지부","탐크루즈 그럴수 없는 구조. 벤츠 최대주주가 중국계","12 분 전"
"7355640391","탐크루즈","보검복지부 흠~","10 분 전"
"7355640391","586이싫어요","벤츠 대주주가 중국계 벤츠는 파라시스 주주. 벤츠는 그냥 반짱개회사라 보면 됨","3 분 전"
"7355628809","봄이예요","오 좋은화질로 올라왔다 저기 가서 비추주고 와야지~","20 분 전"
"7355628809","호넷","비싼차에 파라시스 쓴게 레전드임ㅋㅋㅋㅋㅋㅋ","19 분 전"
"7355628809","피쿠뱅구","S클에도 들어갔었네 ㄷㄷ","19 분 전"
"7355628809","8기통","s350은 거의 엔트리로 본다는거네","19 분 전"
"7355628809","19inch","8기통 S350이 비중 높지 않나","5 분 전"
"7355628809","유지노아","원가 절감을 배터리로 하다니 ㅋㅋ","18 분 전"
"7355628809","띵굴땡굴","파라시스 중국내 자국민들한테도 평이 안좋던데 괜찮을라나","17 분 전"
"7355628809","ZF8HP","아..","16 분 전"
"7355628809","신창섭대재학","eqs 350에 패러시스 미친 ㅋㅋㅋㅋㅋㅋㅋㅋ","12 분 전"
"7355628809","jjang123","EQE는 멸망확정각이네..","12 분 전"
"7355628809","하얀아자르","혹시 전기차 이용중이신분들중에 소화기 차량에 두고 운행중이신분 계신가요?벤츠 전기차 사고관련하여 이슈가되니 주변에서 차량용 소화기 선물이 들어오는데 차에 두는게 무섭네요.","1 분 전"
"7355628809","과민성피로증후군","하얀아자르 짧은 지식이지만 전기차는 소화기 소용없을걸요..?","1 분 전"
"7355596890","사이비스타","짱츠","33 분 전"
"7355596890","톰브라운","나머지 세개는 뭐길래 ㄷ ㄷ","32 분 전"
"7355596890","243d유저","짱츠","32 분 전"
"7355596890","아몰랑보석상이야","중국산이 문제가 아니라 CATL이라 했는데 파라시스가 나온게 문제 아니었음?","31 분 전"
"7355596890","디기딩","배터리 산업은 중국이 최전선에 있는걸로 아는데.. 중국산이 문제인게 아니라 CATL이 아닌게 문제인걸로 앎.사용된 배터리가 불안정한걸로 알려진 파라시스 제품이어서.","28 분 전"
"7355596890","샤브로","EQS도?","28 분 전"
"7355596890","디기딩","샤브로 350은 파라시스이고 나머지는 CATL","26 분 전"
"7355596890","에펨파워코리아","중국 지리자동차의 리슈푸 회장이 소유한 투자회사 TPIL이 벤츠의 지분 9.69%를 사들여 2018년 최대 주주에 올랐다. 2019년엔 베이징차가 벤츠 지분 9.97%를 확보해 새로운 최대 주주에 올랐고, TPIL이 현재 2대주주다.벤츠 짱츠맞음무슨 경영권 어쩌구하는데 배당하면 중국 배불리는 거. 베이징차는 중국 국영 기업임. 중국 공산당에 일조하는 거","27 분 전"
"7355514134","최영도님","EQS 차주들 진짜 좆같겠다 ㅋㅋ","2 시간 전"
"7355514134","XJR-15","Eqs 안그래도 감가 쳐맞았는데","2 시간 전"
"7355514134","세델","XJR-15 몇년잇다 2500에 사야겟다","2 시간 전"
"7355514134","제네시스G70","오열하고있는 안오준이면 개추","2 시간 전"
"7355514134","빅토","Eqs는 안쓴대매 ㅋㅋㅋ","2 시간 전"
"7355514134","세델","빅토 그래 한국산 안쓴다고!!","2 시간 전"
"7355431796","디지털뉴비","진짜 팔고 나가고 싶어지는 글이네","2 시간 전"
"7355431796","성골꾸레","디지털뉴비 뭐 협의도 없이 바로 없애버리니까 많이 당황스럽네요 ㅋㅋ..","2 시간 전"
"7355431796","봄이예요","??? 개웃기네 ㅋㅋㅋ개인이 산 파워큐브 이동형 충전기 사입해주고 공용 충전기에서 충전하라 할거야?도대체 저걸 왜 금지 시키지 ㅋㅋㅋ","2 시간 전"
"7355271615","의Bird","ㅊㅊ","3 시간 전"
"7355111724","애플맘마","감사합니다","6 시간 전"
"7355111724","J.Kiwior","ㄱ..개추!","5 시간 전"
"7355111724","맥심은커피","감사합니다","5 시간 전"
"7355111724","지용이형","감사합니다","4 시간 전"
"7353998390","우유값","증오의 sdi ㅠㅠ","14 시간 전"
"7353998390","신유나o","우유값 많이 떨어졌다 = 비싸지는 않다.... ㅠ","14 시간 전"
"7353998390","Moodyz","중국산 쓰는 브랜드들은 한국꺼로 넘어와랑","14 시간 전"
"7353998390","신유나o","Moodyz 그러쵸 요게 포인트","14 시간 전"
"7353998390","기술영업","요걸론 택두읍당..","14 시간 전"
"7353998390","신유나o","기술영업 결국엔 볕들날 올겁니다..","14 시간 전"
"7353998390","바람인생","테슬라 가자!!!","14 시간 전"
"7353998390","푸르르르푸르","https://www.youtube.com/watch?v=ZSl6CNKJHXY 이 뉴스도 함 보세요","14 시간 전"
"7353998390","마이크로닉스주주","물 들어올 때 노 저어야지.","14 시간 전"
"7353998390","중앙첨단소재","이거 빨리 조사 끝나야됨.배터리 제조사가 짱깨일 경우, 국내 2차전지 호재 가능성 높음","14 시간 전"
