"post_id","author","content","time"
"3149992919","수용소용","테슬라도 간혹 터지는 거 보면 배터리팩 차는 좀 무섭네..","2020.10.17 13:01"
"3149992919","마샤와곰","저거 전체리콜 빨리해야할듯","2020.10.17 13:08"
"3149992919","dl3","내옆자리에 맨날 코나있는데 아노ㅓㅏ","2020.10.17 18:31"
"3146488044","하르방","장이흘러서요","2020.10.15 10:19"
"3146488044","현직백수7년차","많이올라서요","2020.10.15 10:19"
"3146488044","shaja","현직백수7년차 챠트보니 이게 가장 큰 이유겠네요","2020.10.15 10:20"
"3146273319","amzn2020","항상 감사합니다.","2020.10.15 03:57"
"3146273319","JhonBer","감사합니다","2020.10.15 04:00"
"3146273319","외로운내맘","감사합니다.","2020.10.15 04:08"
"3146273319","우우유유융","감사합니다.","2020.10.15 04:34"
"3146273319","오수","감사합니다","2020.10.15 04:47"
"3146273319","헝그리호랭이","추천","2020.10.15 05:46"
"3146273319","작은오아시스","감사합니다","2020.10.15 05:55"
"3146273319","GOLD","매번 감사합니다","2020.10.15 07:08"
"3146273319","SDGR","감사합니다","2020.10.15 07:10"
"3146273319","김완선","감사드립니다!","2020.10.15 07:22"
"3146273319","해변의아포카","감사해요","2020.10.15 07:23"
"3146273319","렛잇고","고맙습니다!","2020.10.15 07:23"
"3146273319","붕방이다","뭐야 부산 집단감염 52명 빼면 지역감염은 한명밖에 없는거 아님? ㄷㄷ 해외유입 ㅈㄴ많네 하시발","2020.10.15 07:25"
"3146273319","금융감독원","붕방이다 부산 집단감염은 오늘 발표될 내용에 포함될 예정이고 그래프는 어제까지 내용입니다!","2020.10.15 07:29"
"3146273319","붕방이다","붕방이다 아 잘못 봤네요 죄송합니다","2020.10.15 07:30"
"3146273319","흐아암","노노재팬할땐언제고 민간영역 ㅇㅈㄹ","2020.10.15 07:31"
"3146273319","yonosuke","감사합니다","2020.10.15 07:35"
"3146273319","비산동불사신","감사합니다","2020.10.15 07:41"
"3146273319","Unicorn","감사합니다","2020.10.15 07:46"
"3146273319","터니모템스시","감사합니다","2020.10.15 07:50"
"3146273319","무적T1","[삭제된 댓글입니다.]","2020.10.15 07:53"
"3146273319","미용펨붕이","무적T1 ㅇㄱㄹㅇ","2020.10.15 08:23"
"3146273319","물이new","감사합니다","2020.10.15 07:54"
"3146273319","마이클버리.","형 거마워","2020.10.15 07:57"
"3146273319","초코귀신","ㅇㄷ","2020.10.15 07:59"
"3146273319","지네디지단","감사합니다 ㅎㅎ","2020.10.15 08:04"
"3146273319","lolo21","걍 쓰지말라면 안쓰면 되지 민간영역 이딴 소리를 왜하나 진짜ㅋㅋㄲㅋㅋ","2020.10.15 08:08"
"3146273319","초딩님","항상 감사합니다","2020.10.15 08:27"
"3146273319","바할라나","해외유입은 입국자 대비 확진 비율이 몇퍼나 될까 진짜 꾸준하네 치료 받으러 들어오나","2020.10.15 08:28"
"3146273319","모로쿼리","감사합니다!!","2020.10.15 08:39"
"3146273319","갓슬기","감사합니다","2020.10.15 09:01"
"3146273319","탱탱부라리","출근할때 넘 졸려서 이제봤네요. 오늘도 감사합니다.","2020.10.15 09:35"
"3142940296","금융감독원","promen4d 그런 호칭은 부담스럽습니다. 저는 주린이가 제일 좋습니다.","2020.10.13 06:46"
"3142940296","오수","감사합니다","2020.10.13 03:38"
"3142940296","promen4d","주갤본좌 오셨습니까 늘 건강하시고 득운하세요","2020.10.13 03:39"
"3142940296","금융감독원","promen4d 그런 호칭은 부담스럽습니다. 저는 주린이가 제일 좋습니다.","2020.10.13 06:46"
"3142940296","==","금융감독원 주린이 ㄷㄷ“나는 아직도 배고프다”","2020.10.13 12:50"
"3142940296","작은오아시스","감사합니다","2020.10.13 04:04"
"3142940296","완벽한유럽인","감사합니다 추","2020.10.13 05:34"
"3142940296","안녕내사랑","정보 감사합니다","2020.10.13 06:07"
