"post_id","author","content","time"
"4839861115","타에","애잘알이구만","2022.07.21 05:21"
"4839861115","一日一惡","타에 격숏","2022.07.21 05:37"
"4784241724","번트","정성글 추","2022.07.03 11:12"
"4784241724","히이로유이","참고로 코나미사에 곡 자주 투고하는 외주 아티스트 류걲이 골수 소뱅팬이고 이 선수에게 영감얻어서 쓴 곡이 Second Heaven 이지 ㅋㅋㅋㅋ 포텐가라","2022.07.03 11:17"
"4784241724","certia","히이로유이 썸바리스크림~~","2022.07.03 12:37"
"4784241724","마츠이쥬리나","히이로유이 류걲 요새 뭐하고 지냄","2022.07.03 13:36"
"4784241724","견습마법사","왼쪽애는 왜 상받는데 입이 쭉 튀어나와있는거지","2022.07.03 12:13"
"4784241724","아이답답해","견습마법사 니가 존나 잘해서 상받아야되는데 니랑 똑같이 잘한애가 있어서 공동수상하면 기분 별로지ㅋㅋ","2022.07.03 13:43"
"4784241724","잎사귀요정","견습마법사 코난 못봐서일수도있어","2022.07.03 13:45"
"4784241724","눈깔사탕","잎사귀요정 아 이가와게이네ㅋㅋ","2022.07.03 13:50"
"4784241724","앨리스인네버랜드","맨 마지막 사진 무서워 ㅋㅋ","2022.07.03 12:38"
"4784241724","리부띠","중위리가 추","2022.07.03 13:39"
"4784241724","휴먼네이처","재일교포인데 wbc 불렀으면 어땠을까?","2022.07.03 13:39"
"4784241724","아롬발디리스","막짤 왼쪽에 이가와 게이게이인가","2022.07.03 13:40"
"4784241724","아사다마오","아롬발디리스 ㅇㅇ","2022.07.03 13:43"
"4784241724","팔레스타인","사이토하면 대표적으로 떠오르는 장면이 있는데, 그 다음편에 무조건 나올거같아서 얘기는 안하겠습니다 허허","2022.07.03 13:43"
"4784241724","니노공주","부상만 없었다면..","2022.07.03 13:44"
"4784241724","모잘란트","와다 아직도 있는데 ㅋㅋㅋ 젊었을때 잘생겼네 ㅋㅋㅋ","2022.07.03 13:46"
"4784241724","영보스86","클라이막스 시리즈였나 끝내기 맞고 (확실하진 않음) 동료들 부축 받으며 내려오던거 아직도 기억남마찬가지로 플레이오프에서 마츠카자랑 붙었는데 1점 내주고 져서 분해서 광고판 발로 차던것도 기억나고","2022.07.03 15:38"
"4784241724","드림캐쳐2집앨범","잘봤다고마워","2022.07.03 16:22"
"4783581466","AlecBohm","스왑주의 붙여야겠네 ㅋㅋ","2022.07.03 00:07"
"4783581466","아사다마오","AlecBohm 이리보니 존나 기노","2022.07.03 00:07"
"4783581466","윤세은","오","2022.07.03 00:09"
"4783581466","프로미스백지헌","요약좀","2022.07.03 00:10"
"4783581466","천웅이의비밀친구","아마편 전성기편 쇠락편 수잔느와의 열애편으로 나눠","2022.07.03 00:10"
"4783581466","아사다마오","천웅이의비밀친구 오","2022.07.03 00:24"
"4778098134","거기아니야","콘달글 원톱이나 공미로 괜찮을까요? 3카 사용예정인데 방탄 은카랑 고민되네요 ㅠ","2022.07.02 21:12"
"4778098134","멀티맨투란","거기아니야 솔직히 원톱은 추천 못드리겠어요... 일단 드리블 실력이 발군이시라면 모르겠는데, 딱 수아레스 느낌에서 좀 더 기민한 느낌?대신 휘청휘청하는건 확실히 적고, 뺏겨도 회복탄력성이 좋다고 할까요? 커서 잡고 있었다면 금방 다시 뺏어오는건 있어요.제가 방탄은 4카여서 은카랑은 확실히 차이가 클텐데, 방탄은 휘청휘청이 없진 않아요. 아다리도 확실히 아이콘 밀어준다는 느낌 들 정도..다만 공미로는 스트라이커가 오언이나 호날두처럼 휘저어주는 스타일이면, 스트라이커한테 수비수 한명만 붙어도 공격AI가 개좋아서 이미 쇄도하고 있는 달글리시 보고 cs나 zs주고 D누르고 세레머니 준비 쌉가능","2022.07.02 23:39"
"4778098134","거기아니야","멀티맨투란 상세한 리뷰 감사합니다. 사실 토츠 조타나 누녜스 노릴려고 470억 정도 장전했었는데 턱도 없이 부족해서 원톱 격수를 고민중이라... ㅠㅠ 달글이 원톱에 부족할 걸 알면서도 고민되네요","2022.07.03 01:00"
"4778098134","멀티맨투란","거기아니야 아 근데 토츠 조타 은카 달 것 아니면 콘달글이 나을 거 같아요..","2022.07.03 01:53"
"4769581716","호갱임다","그럼 테슬라는 뒤에서 박히면 위험하고 아이오닉은 앞으로 때려박으면 위험하다는거임?","2022.06.28 13:11"
"4769581716","2501","호갱임다 일단 둘다 전기차고  고전압 쓰는 부분이고충돌시 스파크가 일어났다는 가능성을 두고 본다면그럴듯함","2022.06.28 13:14"
"4558903600","드로이드","잘봤습니다.","2022.04.25 22:35"
"4558903600","명얘회손","슈뢰더쉑","2022.04.25 22:49"
"4555462864","용의자","어차피 코나 전기차면 탈만큼 탔을텐데 불나면 걍 폐차시킬 생각으로 타면될듯","2022.04.24 18:14"
"4555462864","다들행복하길","용의자 제가 안다치면 상관없긴한데 4만쯤탔어여","2022.04.24 18:23"
"4555462864","민초단아이유","그런 걱정이면 모든 차를 탈수가 없음... 배터리 교체까지 했으면 그냥 타면될듯","2022.04.24 18:34"
"4555462864","al3c9d32","또 불나면공중파 뉴스제보하고 배째라하면 또 바꿔줄거같은데","2022.04.24 19:01"
"4529694427","CCL","포드 GM같은곳 비교해보면 미장이랑 비교해봤을때도 저평가도 아님 그냥 맞는평가 받는거같음","2022.04.16 12:27"
"4529694427","호에","CCL 자동차주를....살려랏....!!포르쉐도 그렇게 안높았던거 같던데","2022.04.16 12:27"
"4529694427","CCL","호에 테슬라가 높은거지 다른 자동차 주식 보면...  그렇게까지 고평가는 못받는거같음!그나마 루시드?","2022.04.16 12:28"
"4529694427","호에","CCL 씁.. 루시드.....테슬라가 오로지 테슬라만 있는게 아니니 좀 그렇네","2022.04.16 12:29"
"4529694427","파란색이좋아","내연 차종 줄이고 아이오닉 6 7 빨리 나와야 함","2022.04.16 12:28"
"4529694427","호에","파란색이좋아 아이오닉 1557","2022.04.16 12:28"
"4529694427","미장으로돔황챠","한국에 있어서 그나마 살아남는거라고 한다면?!","2022.04.16 12:29"
"4529694427","호에","미장으로돔황챠 어?","2022.04.16 12:29"
"4529694427","뒹굴댕굴","gm ford보면 테슬라가 특이한것","2022.04.16 12:31"
"4529694427","김사바","포드랑 비교해보면 현대차보다도 포드가 더 저평가상태라","2022.04.16 12:44"
"4529694427","호에","김사바 이건 맛는거 가터","2022.04.16 12:45"
"4511633573","훔바이즈웰","69에서 마무리라니","2022.04.10 16:49"
"4511633573","멀리건","결국 한국 배터리 업계는 좆됐다는거네미래는 더 어둡고","2022.04.10 16:52"
"4511633573","발로란트하실래요","멀리건 삼스디가 전고체만 성공시키면 게임체인저일걸?","2022.04.10 21:14"
"4511633573","좌지큰루니","여러모로 우리나라가 어려운 상황이란거네뭔가 획기적인 대안이 나오지않는한","2022.04.10 16:56"
"4511633573","라플란드","작년 글인지 올해 글인지 특허 만료 시점이 올해 말이면 준비고 뭐고 대비할 시간도 없어 보이는데짱깨들 죽자사자 공격적으로 나올텐데 물량공세 감당이 될려나","2022.04.10 17:01"
"4511633573","likemon","전화위복이 가능할까","2022.04.10 17:46"
