"post_id","author","content","time"
"6900981254","런던스타디움","샤페코엔시 비행기 사고가 없네","2024.04.09 00:56"
"6900981254","최애","여긴 없지만 에밀리아노 살라도 정말 안타까웠지","2024.04.09 02:00"
"6900981254","주장손가락돌려","그깟 공놀이가 뭐라고 월드컵 자책골 넣었다고 죽이냐","2024.04.09 02:01"
"6900981254","먼택이","uoll 이미 현지에서도 힐스버러 챈트 오지게 부르는데","2024.04.09 02:24"
"6900981254","죽도록때리기","리버풀 압도적으로 레전드네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저러고 에버튼한테 니네 전성기 우리가 날렸어~ 이런 챈트 부르면서 조롱함 ㅋㅋ","2024.04.09 04:31"
"6900981254","_눈팅용","라모스가 푸에르타의 번호를 달고 뛰는 국대에서는 단 한번도 퇴장하지 않았다는게 진짜 놀라웠는데","2024.04.09 04:32"
"6900981254","극번소용돌이","그들에게 누군가의 죽음은 안타깝지 않다 오히려 기뻐한다 어느 팀을 깔 명분이 생겼으니","2024.04.09 05:31"
"6900981254","찰튼에슬레틱","에휴씨발 뮌헨참사만 없었더라면","2024.04.09 06:11"
"6900981254","미카링","샤페코엔시랑 수페르가의 비극이 없네","2024.04.09 06:51"
"6900981254","xxxvxv","힐스버러는 리버풀이 피해자인데 가해자처럼 뎃글다네","2024.04.09 07:07"
"6900981254","공부해라","뮌헨 참사만 아니였어도 맹구 챔우, 리그 우승 2개씩은 더 먹었을 거 같던데 ㅠㅠㅠ","2024.04.09 07:17"
"6900981254","끅끅이","토리노비행기사고가없다고?????","2024.04.09 07:18"
"6900981254","레일리","헤이젤 사건이 저거였구만","2024.04.09 07:35"
"6900981254","로코무지카.","그 번개맞고 다죽은건 없네","2024.04.09 07:37"
"6900981254","붱철치킨","에당 아자르 실종사건은 없네","2024.04.09 08:41"
"6900981254","우븐웹","토리노 비행사고가 없다니","2024.04.09 09:44"
"6900981254","유쾌한민성씨","전쟁 난건 왜 안나오지?","2024.04.09 10:24"
"6900981254","RONAIDU","수페르가 비극은 여전히 거의들 모르시넹 당시 토리노 위상을 생각하면 조명될 법도 한데 ㅋㅋ","2024.04.09 10:35"
