"post_id","author","content","time"
"3398370566","스즈랑","진짜..화재였어..?","2021.02.17 20:19"
"3398370566","xenu","스즈랑 화재입니다..","2021.02.17 20:19"
"3398370566","빽곰!","호재인가요?","2021.02.17 20:19"
"3398370566","xenu","빽곰! 화재요 화재,,","2021.02.17 20:20"
"3398370566","김담당","호재인가요?","2021.02.17 20:19"
"3398370566","xenu","김담당 아니요.. 화재라니까요..","2021.02.17 20:20"
"3398370566","무기력환자","추매기회?","2021.02.17 20:19"
"3398370566","xenu","무기력환자 전 주린이라 모르겟습니당","2021.02.17 20:20"
"3398370566","알아보고칠하자","fire...","2021.02.17 20:20"
"3398370566","갇힌투자자","심심하면 전기차가 불타네","2021.02.17 20:20"
"3398370566","xenu","갇힌투자자 심각합니다. 저도 현대차 잘 되길 바라는데 찾아보면 알아볼수록 먼가 뒤쳐진 느낌이네요.","2021.02.17 20:21"
"3398370566","공포의움집이펀치","호재네요","2021.02.17 20:20"
"3398370566","다중인격자","어이고 ㅠㅠ...","2021.02.17 20:20"
"3398370566","타이어","이거 호재네..요...","2021.02.17 20:20"
"3398370566","xenu","타이어 ㅏㅏㅏ 빼셧네요","2021.02.17 20:22"
"3398370566","아리코페멩","그래서 lg배터리쓴거 전량 교체로 국토부랑 합의함","2021.02.17 20:20"
"3398370566","xenu","아리코페멩 그건 코나만입니다... 그게 말처럼 쉽지가 않다고하네요.. 저도 이런 저런 유튜브 꽤 봣는데 비용이 엄청나고  교체하는것 조차 그렇게 쉬운일이 아니랍니다.","2021.02.17 20:22"
"3398370566","1000프로","xenu 이노꺼로 바꾼다고해서 주주로 좋아했는데 힘들군요 ㅜㅜ","2021.02.17 20:24"
"3398370566","xenu","1000프로 제가 유튜브 찾아본 짧은 지식으론 코나 전량   베터리 순수 교체 비용만 1조 5천억넘어가고그많은 베터리 교체하는데 필요한 인원 장비값만 포함하면 비용이 2조가 넘는다고 하더라구요. 그걸 lg랑 합의해서 한다는데  과연 될것인가 궁금하긴합니다.","2021.02.17 20:27"
"3398370566","1000프로","xenu 정보 감사합니다 ~","2021.02.17 20:27"
"3398370566","굴근소금","16일자 기사니까 이미 반영된거겠죠?","2021.02.17 20:21"
"3398370566","xenu","굴근소금 전 오늘 뉴스 봐서 퍼뜩 주식이 떠올라서 올려봣습니다.","2021.02.17 20:23"
"3398370566","Sktel레콤","퐈이어~","2021.02.17 20:21"
"3398370566","정아리","sk분리막 안쓴 lg 배터리에서 지금 줄줄이 불나고있다던데ㄷㄷ","2021.02.17 20:30"
"3398030698","노오자","스디 오늘살껄..","2021.02.17 17:15"
"3398030698","AKIHO","sk쌉호재","2021.02.17 17:19"
"3398030698","Sktel레콤","와....sk이노..워메","2021.02.17 17:48"
"3398030698","울산큰머리","와 나도 이런건 예상도 못했네 , 이노 엘화 앞으로 미래가 기대된데 어찌될지 너무 궁금.","2021.02.17 21:20"
"3397987849","공포의움집이펀치","계속 화재가 lg에서 나니..","2021.02.17 16:48"
"3397987849","캬루","이래서 나라앰엔디가 못쐈나","2021.02.17 16:50"
"3397987849","강원랜드존버","저도 이쪽 생각이나서 손쉽게 엘화쪽에 매수 손이 안가네요","2021.02.17 16:51"
"3397987849","타미힐피거","강원랜드존버 엘화 그리고 너무 비쌈","2021.02.17 16:51"
"3397987849","강원랜드존버","타미힐피거 비싼건 뭐 별상관 없는데 불이 원채 많이 나니까 현대쪽에서 ㄹㅇ 다 갈아 엎을 것 같아서;;; 주가흐름도 좀 시원찮고..","2021.02.17 16:52"
"3397987849","유기농조정","강원랜드존버 삼스디 사주세요~~ㅠ","2021.02.17 16:59"
"3397987849","메론에이슬","유기농조정 삼스디도 비쌈...","2021.02.17 17:01"
"3397987849","강원랜드존버","유기농조정 조정이 안와서 못사겠습니닼ㅋㅋㅋㅋ ㅠㅠ 차라리 etf 살까 고민중이라..","2021.02.17 17:04"
"3397987849","Sktel레콤","엘화 개악재인데 포스코케미칼은 왜쏜거지","2021.02.17 17:50"
"3397901048","주임","걍 배터리 납품한 LG배터리 잘못 아닌가.","2021.02.17 16:00"
"3397901048","이가람","배터리를 구매 장착한 도의적 책임 ㅋㅋㅋ내가 현대였으면 앞으로 LG 배터리는 손절친다 미친새끼들이네","2021.02.17 16:02"
"3397901048","대단함","안그래도 다른데선 다 따져보고 계약햇을걸 무턱대고 엘지한테 떠넘긴다고 뭐라하던데 ㄹㅇ 정신나갈거같음","2021.02.17 16:03"
"3397901048","내가바로분식회계","?뭔 소리임? 구매한 물건 때문에 회사 이미지 손해봤는데 역으로 손배청구해도 모자랄판에도의적 책임을 왜 현대차가..?","2021.02.17 16:06"
"3397901048","검사장","이건 엘지가 책임감있게 해줘야지;;","2021.02.17 16:11"
"3397901048","손상향","구상권청구 당연히 하겠지구매 계약서상에 해당 항목이 당연히 있을거고","2021.02.17 16:18"
"3397901048","그돈씨;","LG배터리달고문제안생기는 다른 차들이 쌔고쌨으니차량문제가없을수없지 거기에 sk lg배터리 소송도 lg가이김","2021.02.17 17:37"
"3397901048","GR야리스","LG배터리 손절해. 현대 판매량이 장난인줄아나","2021.02.17 19:21"
"3395454887","Sktel레콤","그래서 반반 배상하나","2021.02.16 13:06"
"3395454887","강원랜드존버","Sktel레콤 오 그런것도 있을수도 있겠네요 그후로 배터리 완충 기준 좀 완화했다던데 국토부 결론 빨리 나왔으면 좋겠음","2021.02.16 13:07"
"3395454887","꿀앙금","엘화가 호구도 아니고 그런거였음 2조 배상금을 왜내겠음","2021.02.16 13:07"
"3395454887","강원랜드존버","꿀앙금 아직 확정 아니지 않나요??","2021.02.16 13:07"
"3395454887","꿀앙금","강원랜드존버 완충률 낮춰도 불나서 엘화문제임 sk쓴 해외는 멀쩡하잖아..","2021.02.16 13:09"
"3395454887","강원랜드존버","꿀앙금 엘화 문제라고 아직 100% 나온게 아니지않나요?? 저도 엘화 문제라고는 생각하는데 오피셜 난게 없는 것 같은데 잘못 알고 계신거 아닌가요??","2021.02.16 13:23"
"3395454887","Sktel레콤","꿀앙금 엘화 현대 각 오천억씩 배상한다고 알고잇는데 엘화독박인가용?","2021.02.16 13:08"
"3395454887","19.AMAD","Sktel레콤 비율 안나옴","2021.02.16 13:09"
"3395454887","꿈데","소프트웨어 수정으로 완충률  낮췄는데 이번에도 불나서","2021.02.16 13:07"
"3395454887","국물떡볶이","반반하는거보면 뭔가 있는거같기도하고현대는 이미지도 조졌는데","2021.02.16 13:08"
"3395454887","LUV","마진률은 배터리업체가 동의하는거예요","2021.02.16 13:36"
"3395327336","K5TGdi","내부에서도 ㅈ된거 다 알던데","2021.02.16 11:49"
