id,title,content,likes,url,author,views,created_at,updated_at
1523780,전기차 화재;;,"저도 집이 청라라 안전안내문자보고 그려려니했는데아파트관리실에서 찍은 영상을 지인이 공유해줘서 봤는데하얀색 차에서 불나는거 맞을까요?아직도 마무리가 안됐다고하는데 ㅠ 얼른 복구되었으면 좋겠네요!혹시 충전중에 그런일일까요?화재당국에서 조사한다고하는데, 이러다가 지하주차장 전기차 폐쇄얘기나오는건 아닐지..",0,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21771803&page=18&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EB%B2%A4%EC%B8%A0+%ED%99%94%EC%9E%AC&includeAll=&exclude=&include=&exact=&searchdate=2024-08-012024-08-30&media=0&sortBy=date&articleid=1523780&referrerAllArticles=true,에라잇l없음l경기,960,2024-08-01 10:30:00,
