"post_id","cmt_content","cmt_author","cmt_created_at"
"4039115","떡상 GV70 남았습니다. 근데 이놈도 아직...","예은아빠","20.11.14 21:29"
"4039017","하여튼 좀 잘나간다 싶었다.","달려가자멀리멀리","20.11.14 18:39"
"4037266","진짜 인력낭비다","부다사운드","20.11.13 14:56"
"1977154","국내에선 배터리셀 제조결함이라고 단호하게 못박았으면서 미국에선 BMS 문제 가능성도 인정했다는데 맞습니까","하루만놀아","20.10.31 22:40"
"4014313","닥 추.","난내가한다","20.10.30 20:20"
"2115839","유게에도 올려놓았습니다. 감사합니다.","내잔고를부탁해","20.10.30 19:02"
