"post_id","cmt_content","cmt_author","cmt_created_at"
"2103340","화재보헙 가입하면 1일 10만원씩 나옵니다~그리고 개인 사유재산에서 화재인데 세금으로 지원하는게 맞는가 싶긴 합니다만~~암튼 저중에 개쇄리도 있겠지만 정말 안타까운 사람도 있을수 있으니~~~적정선에선 지원하는게 좋긴 할듯합니다.~주거비 지원은 오케이 식비지원은 아닌듯합니다.4인가족 하루 10만원 지원은 말도 안되죠~4인가족이 하루세끼 다 외식만 해도 저정도 안들죠","토토리님","20.10.12 11:39"
"2103177","ㅊㅊ","나이스형","20.10.11 12:40"
"1969854","역시나 정가놈들","SK노태우텔레콤","20.10.10 20:57"
"3980421","입주민ㅉㅉ","젖들어출렁이면쏜다","20.10.10 18:23"
"1969304","아이오닉과 전기버스도 같은배터리라네요. 근데 유독 코나만 불이나서 원인을 못찾는중..","충전시간2시간30분","20.10.09 12:41"
