"post_id","cmt_content","cmt_author","cmt_created_at"
"2171285","팰리는 리콜이 ㅋㅋ역시 명차","천안호두과장","22.10.27 20:25"
"750141","ㅠㅠ그렇군요..대물 합의내용이 왔는데 25일 탄게 95만원 정도로 왔는데 7일탄걸 190만원이라고 하고 100만원에 합의하자고 한게 일부러 차량 타게 하고 뒤집어 씌우는게 아닌가 하는 억울한 생각이 들어 의견 여쭤봤네요ㅠㅠ","차때문에스트레스","22.11.07 21:24"
"5447010","국적을 초월한 통일된 화폐가 생기는 것은 동의. 그러나 각 거래소들을 믿지 못함.","생키야","22.10.16 12:30"
"2164829","지하주차장 전기차들 불안하긴함","검둥개","22.09.30 10:13"
"2164635","인테리어 디자인 좋을듯","봅애드렴","22.09.29 19:41"
"5391976","딱 3일 고생했네요 다른 증상은 없었고 고열로 인한 두통 3일 지나니 평소와 같았음","리멤버하치치즈까망","22.09.10 07:39"
"2682838","이런거 자원봉사자들이 많이 도와주십니다. 주민센터에서 얼마나 도움을 주려고 하는지에 따라 다르죠... 다시한번 주민센터라도 쫓아가보세요... 자봉자들 있으면 좀 도움달라고...가게하고 집은 일단 치워야 할것 같은데요.","대파미나리","22.09.02 20:45"
