post_id,cmt_content,cmt_author,cmt_created_at
520603,장확한건 아니지만 제가 본 기사는.모두 충전중으로 봤습니다,코찡이I코나EVI양주,2020-10-20 14:42:00
520603,충전후 주차 상태에서 가장 많이 발생중입니다,키덜트여ㅣ코나ㅣ광주,2020-10-20 14:42:00
520603,충전끝난후가 많았어요,스마일I코나I전북남원,2020-10-20 14:44:00
520603,"과충전이 원인아닐까요? 여유분 안남기고 끝까지 충전되게 설정되어져서 생기는 문제로 이해했는데... 80, 90프로까지만 충전하면 문제 없을거 같긴한데... 지금 리콜대응도 그런식으로 소프트웨어 조절하는걸로 아는데요...",월광늑대I코나I경기,2020-10-20 14:45:00
520603,22,연군ㅣ볼트ㅣ경기,2020-10-20 15:52:00
520603,지금 리콜 들어 와있는데 제대로 하는거 맞는지 쩝 ~~~ 남은거리가 마구마구 변하는건 아니겠지요?,리마틴ll레이EVll김해,2020-10-20 15:19:00
520603,더이상 피해보지 않았으면좋겠네요,히코I울산,2020-10-20 15:28:00
520590,명장님이 하시는 말씀이 부동액이 일반 부동액인 녹색으로 들어가서 화재나는 거 같다고 하시던데요; 잘 살펴서 리콜 관련 업글 받으세요~!,로이l니로l군산,2020-10-20 14:25:00
520542,업뎃 후 주행거리나 충전속도 줄어들었나요?,모카우유l코나l인천,2020-10-20 12:46:00
520542,저는 업뎃후 연비가 떨어지더라구요..,나는야ㅣ코나ㅣ창원,2020-10-20 12:47:00
520528,엇? 저도 방금 전화받았어요. 아직 리콜 안되었다고 나와서 연락드렸다면서..,럽이다I코나EVI평택,2020-10-20 12:07:00
520528,저도 받았어요 또 불날까 똥줄타나봐요,스마일I코나I전북남원,2020-10-20 12:08:00
520528,전화돌리는거 보니 현차에서 똥줄이 타는건지 뭐가 있긴한가보네요,뚱땡쓰ㅣ코나ㅣ대구,2020-10-20 12:09:00
520528,전 아예전화도... 문자도.. 없습니다 처음 문자한번오고 끝이네요,밍규리아빠I코나I대구,2020-10-20 12:09:00
520528,전 문자안오고 어제 통지문 한장만 딸랑....,뚱땡쓰ㅣ코나ㅣ대구,2020-10-20 12:10:00
520528,전 하나도 안왔어요 ㅋㅋㅋ 희안하군요,밍규리아빠I코나I대구,2020-10-20 12:13:00
520528,저도받았는데 꼭 해야하나요.,포핸드I코나I시흥시,2020-10-20 12:11:00
520528,세타2 리콜차종도 가지고 있어서 그때 리콜도 이정도로 하진 않았는데 좀 쎄하네요,뚱땡쓰ㅣ코나ㅣ대구,2020-10-20 12:12:00
520528,어제 통지문 오고 오늘 독촉 전화 왔습니다.,페인킬러 코나 고양시,2020-10-20 12:14:00
520528,전화도 문자도 없어서 그냥가서 리콜 받았네요,kumaniㅣ코나ㅣ인천,2020-10-20 12:16:00
520528,전 아무연락없어 그냥 타는중..올해출고해서 그런가봐요,I찐군I 코나ev I 대구,2020-10-20 12:20:00
520528,"작년에 아이오닉도 리콜 안받으니 한달에 한번꼴로 블루핸즈, 영업사원한테서 전화오더라고요 ㅎㅎ 전사적으로 전화때릴듯 ㅎㅎ",전기만l에레아코l서울,2020-10-20 12:20:00
520528,렌트는 2달후에나 연락이 올듯합니다.,지주I코나l경산,2020-10-20 12:20:00
520528,재원씨에게 하고싶을때 한다고 말씀하시죠.. 그 웃기는 양반이네요..,루이스l아이오닉l경기,2020-10-20 12:24:00
520528,블류핸즈 바뻐서 가면 리콜 해주신 해주냐고 물어보긴 햇어요 ㅋ 머 우선적으로는 해준다는데 백프로 예약을 하고 오셔야되니 마니 할것 같네요,뚱땡쓰ㅣ코나ㅣ대구,2020-10-20 12:27:00
520528,아마 빨리 해야할 대상차같은데요.,하루l꼬나l평택,2020-10-20 12:32:00
520528,"저도,,, 내일까지 받으셔야 한다고 전화왔었어요",쫑이ㅣ코나ㅣ동탄,2020-10-20 12:46:00
520528,전 아무연락도 안왔어요 전화 문자 통지서 ~저도대구,킴스봉I코나I대구,2020-10-20 13:06:00
520528,전 빨리 하라고 3통이나 받았네요..,로젠l코나l전북,2020-10-20 13:12:00
520528,저는 어제 우편물 수령후 오늘 오전에 핸드폰번호로 문자가 오더라고요. 문자 주신분과 통화하니 빨리 리콜 받으셔라 하길래 회사 연차를 내야한다 하니 홈투홈 서비스도 가능하니 빨리 접수 하셔라. 이렇게 말하더라고요.,라바l코나evl경기,2020-10-20 13:25:00
520528,저도 전화 왔었어요...빨리 받으라고.. 또 화재 날까봐 조마조마한가봐요 리콜 받으면 100% 안전한가 모르겠네요,비니I코나I대구,2020-10-20 15:42:00
520528,다음주 금요일에 예약해놨는데 이번주 안으로 예약해서 빨리 해준다고 하는데 2시간 정도 기다려야 된다고 하네요,이지롱ㅣ코나ㅣ김해,2020-10-21 13:11:00
520528,3,체육인코나대구,2020-10-21 13:54:00
520520,저도 마찬가지입니다.현대 하는 짓 보고 오만 정 다 떨어졌습니다.,쏭윤이ㅣ코나ㅣ전북,2020-10-20 12:36:00
520520,모두 같은 마음 입니다...,흰둥이l코나l김천,2020-10-20 12:37:00
520520,완전 동감~,참음8I코나I경북,2020-10-20 12:54:00
520498,박병일명장님 유튭에 전기차카페 사진이 많이 들어가있네요! 혹시 여기 회원이신가요....,뽀로로I니로EVI대구,2020-10-20 11:33:00
520498,pd들이 자료 수집한거겠죠.. 명장님은 정비하고 연구하고 이러면 카페활동할 시간 없을듯..,루이스l아이오닉l경기,2020-10-20 12:10:00
