post_id,cmt_content,cmt_author,cmt_created_at
1533302,야 미쳤네,소멸은신I모델YI인천,2024-08-08 22:15:00
1533302,해당 모델 이라는데요;; EQE가 약 3000여대 팔렸다고 했구요... 하위라인 안심은 못하겠지만 그래도 보도된 뉴스는 정확하게 퍼나르시는게 좋을듯 하네요,반짝반짝l EQB l경기,2024-08-09 00:13:00
1533302,"좋소 인수해서 일감 몰아주기, 원가절감 하다가 돈 좀 깨지겠네",빠떼리I모XI세종,2024-08-08 22:16:00
1533302,인천 화재 해당 모델 아닌가요..? 벤츠 전체가 아니라..,하빠IEV3I부산,2024-08-08 22:17:00
1533302,EQE모델이지 모든 벤츠 EV는 아닌듯.,델마IEV6 모3l부천,2024-08-08 22:17:00
1533302,해당모델 이라는 말인데 …,피터I세종,2024-08-08 22:17:00
1533302,일부가 아니었군요 ...사기 아닌가,mk모3경기,2024-08-08 22:17:00
1533302,eqe,용빙l경기,2024-08-08 22:19:00
1533302,eqe해당모델 3000대가량입니다.,스카이IEQBI인천,2024-08-08 22:19:00
1533302,당첨이냐 아니냐였는데모두 꽝이였던건가,알쎄포IEQEI서울,2024-08-08 22:20:00
1533302,EQE 배터리 리콜가야지 이미지 나락간다,파이씬i아5i인천,2024-08-08 22:22:00
1533302,홤불해줘야되는거 아닌가..,하지만없죠I코나l경기,2024-08-08 22:26:00
1533302,Eqe는 전체다 밧데리 리콜 교체해 주었으면 좋겠어요.,곰곰IeqaI경북,2024-08-08 22:28:00
1533302,이쯤되면 파라시스 게이트..,댕스타2I폴스타2I충남,2024-08-08 22:28:00
1533302,수리할때 관리하기 쉽게 다 통일시켰네요,거북l아이오닉5l시흥,2024-08-08 22:32:00
1533302,"정말 궁금한 게...이번 벤츠 차량 화재가 ""파라시스의 배터리 셀 자체의 문제""라고 공식 조사 결과가 나온 건가요? 여기 카페에서 보이는 사람들 반응이 배신, 환불, 리콜 등등... 하나같이 왜 그런 거죠? 이번 청라 화재 사고 이외에도 해외 포함해서 파라시스 배터리 자체에 문제가 있다는 발표가 있었는지 궁금하네요.",IM I LS6 I 해외,2024-08-08 22:36:00
1533302,지금 화재를 떠나서 벤츠에선 CATL로 홍보했고 딜러들도 차팔때 소비자들에게 CATL배터리로 홍보했다는 겁니다.중국1위 업체 CATL > 10위 업체 파라시스이게 문제인겁니다.,재빵몬liX3l청주,2024-08-08 22:39:00
1533302,홍보요? 벤츠사가 개별 차량에 탑재되는 배터리를 공개하고 마케팅했다는 말씀인가요?,IM I LS6 I 해외,2024-08-08 22:43:00
1533302,뉴스 검색하면 나오는데 벤츠코리아 부사장이 인터뷰한 내용에 중국산 배터리지만 1위업체 CATL을 탑재했다라고 했습니다.,재빵몬liX3l청주,2024-08-08 22:46:00
1533302,https://n.news.naver.com/article/020/0003423375?sid=103,재빵몬liX3l청주,2024-08-08 22:52:00
1533302,그렇군요. 기사에 나온 내용으로 짐작컨데 벤코에서는 언급했을리 없을 것 같은데...국내에 배터리 제원 공개 등의 관련 법규가 없는 게 무척 안타깝네요.,IM I LS6 I 해외,2024-08-08 23:20:00
1533302,아직 화재의 원인이 나온건 아니에요… 그치만 밧데리를 속이고? 판것 같다는 생각이 들긴하죠….,행복매일IeqaI전남,2024-08-08 23:22:00
1533302,테슬라 bmw는 법규없어도 공개,소멸은신I모델YI인천,2024-08-09 00:11:00
1533302,정말 욕심이 끝도 없네요... 게다가 거짓부렁까지 까버리고.. 정말 대단합니다 벤츠 쓰레기회사,재밌다l토레스l양주,2024-08-08 22:40:00
