post_id,cmt_content,cmt_author,cmt_created_at
1268136,저라면 그냥 탈거 같아요,거북l아이오닉5l시흥,2023-08-18 19:20:00
1268136,저도 그렇게 생각했습니다...ㅎㅎ,타일I대전,2023-08-18 19:49:00
